id,city,city_ascii,state_id,state_name,county_name,lat,lng,population
4547,South Kensington,South Kensington,MD,Maryland,Montgomery,39.0188,-77.0785,8494
4548,Smithfield,Smithfield,VA,Virginia,Isle of Wight,36.9755,-76.6152,8492
4549,Conover,Conover,NC,North Carolina,Catawba,35.7154,-81.2174,8488
4550,Harrison,Harrison,TN,Tennessee,Hamilton,35.1271,-85.1453,8485
4551,Glastonbury Center,Glastonbury Center,CT,Connecticut,Hartford,41.7016,-72.6002,8483
4552,Harrodsburg,Harrodsburg,KY,Kentucky,Mercer,37.7654,-84.8474,8480
4553,Clinton,Clinton,NC,North Carolina,Sampson,35.0004,-78.3313,8480
4554,Richboro,Richboro,PA,Pennsylvania,Bucks,40.2262,-75.0006,8480
4555,Woodmoor,Woodmoor,CO,Colorado,El Paso,39.1063,-104.8456,8474
4556,Oak Hills Place,Oak Hills Place,LA,Louisiana,East Baton Rouge,30.3690,-91.0887,8472
4557,Absecon,Absecon,NJ,New Jersey,Atlantic,39.4229,-74.4944,8471
4558,Prien,Prien,LA,Louisiana,Calcasieu,30.1601,-93.2611,8469
4559,Park City,Park City,UT,Utah,Summit,40.6502,-111.5013,8467
4560,Sunset Hills,Sunset Hills,MO,Missouri,St. Louis,38.5310,-90.4087,8466
4561,Mascoutah,Mascoutah,IL,Illinois,St. Clair,38.5192,-89.8045,8454
4562,Tuscumbia,Tuscumbia,AL,Alabama,Colbert,34.7204,-87.7035,8445
4563,Tuskegee,Tuskegee,AL,Alabama,Macon,32.4409,-85.7131,8443
4564,Mason,Mason,MI,Michigan,Ingham,42.5806,-84.4427,8441
4565,Carbondale,Carbondale,PA,Pennsylvania,Lackawanna,41.5714,-75.5048,8438
4566,Elwood,Elwood,IN,Indiana,Madison,40.2738,-85.8374,8435
4567,Good Hope,Good Hope,CA,California,Riverside,33.7706,-117.2771,8431
4568,Fairless Hills,Fairless Hills,PA,Pennsylvania,Bucks,40.1783,-74.8524,8427
4569,North Haledon,North Haledon,NJ,New Jersey,Passaic,40.9628,-74.1844,8425
4570,Donaldsonville,Donaldsonville,LA,Louisiana,Ascension,30.0954,-90.9925,8424
4571,Seneca,Seneca,SC,South Carolina,Oconee,34.6818,-82.9600,8424
4572,Perry Heights,Perry Heights,OH,Ohio,Stark,40.7977,-81.4680,8423
4573,Dalhart,Dalhart,TX,Texas,Dallam,36.0580,-102.5123,8422
4574,Virginia,Virginia,MN,Minnesota,St. Louis,47.5168,-92.5127,8421
4575,Rice Lake,Rice Lake,WI,Wisconsin,Barron,45.4864,-91.7447,8420
4576,South San Gabriel,South San Gabriel,CA,California,Los Angeles,34.0488,-118.0961,8420
4577,Evergreen,Evergreen,MT,Montana,Flathead,48.2308,-114.2700,8416
4578,Hyrum,Hyrum,UT,Utah,Cache,41.6325,-111.8445,8415
4579,Heber,Heber,CA,California,Imperial,32.7325,-115.5294,8413
4580,Westwego,Westwego,LA,Louisiana,Jefferson,29.9058,-90.1434,8411
4581,Dumbarton,Dumbarton,VA,Virginia,Henrico,37.6130,-77.5066,8411
4582,Spring Valley Lake,Spring Valley Lake,CA,California,San Bernardino,34.4987,-117.2683,8408
4583,Greenville,Greenville,MI,Michigan,Montcalm,43.1797,-85.2534,8407
4584,Socorro,Socorro,NM,New Mexico,Socorro,34.0543,-106.9065,8406
4585,Arab,Arab,AL,Alabama,Marshall,34.3309,-86.4991,8405
4586,Cape St. Claire,Cape St. Claire,MD,Maryland,Anne Arundel,39.0433,-76.4471,8405
4587,Salem,Salem,UT,Utah,Utah,40.0539,-111.6718,8403
4588,Fair Lakes,Fair Lakes,VA,Virginia,Fairfax,38.8530,-77.3885,8398
4589,Kalifornsky,Kalifornsky,AK,Alaska,Kenai Peninsula,60.4417,-151.1972,8395
4590,Harwood Heights,Harwood Heights,IL,Illinois,Cook,41.9663,-87.8057,8393
4591,Beaver Falls,Beaver Falls,PA,Pennsylvania,Beaver,40.7619,-80.3226,8393
4592,Kennedale,Kennedale,TX,Texas,Tarrant,32.6434,-97.2172,8393
4593,Warrenton,Warrenton,MO,Missouri,Warren,38.8187,-91.1385,8388
4594,Brooksville,Brooksville,FL,Florida,Hernando,28.5404,-82.3903,8384
4595,Hillsboro,Hillsboro,TX,Texas,Hill,32.0093,-97.1150,8384
4596,Half Moon,Half Moon,NC,North Carolina,Onslow,34.8297,-77.4591,8384
4597,Calumet Park,Calumet Park,IL,Illinois,Cook,41.6650,-87.6577,8383
4598,Kenton,Kenton,OH,Ohio,Hardin,40.6449,-83.6093,8382
4599,Albion,Albion,MI,Michigan,Calhoun,42.2478,-84.7572,8380
4600,Fort Stockton,Fort Stockton,TX,Texas,Pecos,30.8926,-102.8842,8378
4601,Bogota,Bogota,NJ,New Jersey,Bergen,40.8751,-74.0293,8375
4602,Highland Heights,Highland Heights,OH,Ohio,Cuyahoga,41.5518,-81.4691,8375
4603,Murphy,Murphy,MO,Missouri,Jefferson,38.4922,-90.4856,8373
4604,Miles City,Miles City,MT,Montana,Custer,46.4059,-105.8385,8372
4605,Blanchard,Blanchard,OK,Oklahoma,McClain,35.1524,-97.6602,8362
4606,Tecumseh,Tecumseh,MI,Michigan,Lenawee,42.0066,-83.9450,8361
4607,Moundsville,Moundsville,WV,West Virginia,Marshall,39.9221,-80.7422,8356
4608,Southwood Acres,Southwood Acres,CT,Connecticut,Hartford,41.9582,-72.5726,8352
4609,Fruitvale,Fruitvale,CO,Colorado,Mesa,39.0933,-108.4789,8352
4610,Fort Dix,Fort Dix,NJ,New Jersey,Burlington,40.0060,-74.6089,8350
4611,Somers,Somers,WI,Wisconsin,Kenosha,42.6411,-87.8919,8348
4612,Gonzales,Gonzales,CA,California,Monterey,36.5055,-121.4427,8348
4613,Clinton,Clinton,SC,South Carolina,Laurens,34.4781,-81.8638,8347
4614,South Lockport,South Lockport,NY,New York,Niagara,43.1366,-78.6855,8344
4615,North Merritt Island,North Merritt Island,FL,Florida,Brevard,28.4585,-80.7162,8343
4616,McRae-Helena,McRae-Helena,GA,Georgia,Telfair,32.0636,-82.8968,8338
4617,McKee City,McKee City,NJ,New Jersey,Atlantic,39.4465,-74.6445,8337
4618,Dormont,Dormont,PA,Pennsylvania,Allegheny,40.3941,-80.0377,8335
4619,Wilmington Manor,Wilmington Manor,DE,Delaware,New Castle,39.6858,-75.5849,8335
4620,Bath,Bath,ME,Maine,Sagadahoc,43.9346,-69.8346,8333
4621,Toccoa,Toccoa,GA,Georgia,Stephens,34.5810,-83.3263,8328
4622,St. Joseph,St. Joseph,MI,Michigan,Berrien,42.0968,-86.4849,8328
4623,Baxter,Baxter,MN,Minnesota,Crow Wing,46.3426,-94.2793,8326
4624,Roxboro,Roxboro,NC,North Carolina,Person,36.3879,-78.9812,8323
4625,Denison,Denison,IA,Iowa,Crawford,42.0162,-95.3528,8319
4626,Atco,Atco,NJ,New Jersey,Camden,39.7682,-74.8618,8316
4627,Long Hill,Long Hill,CT,Connecticut,Fairfield,41.2666,-73.2283,8315
4628,Hawthorn Woods,Hawthorn Woods,IL,Illinois,Lake,42.2313,-88.0624,8313
4629,Napoleon,Napoleon,OH,Ohio,Henry,41.3977,-84.1244,8310
4630,Millersville,Millersville,PA,Pennsylvania,Lancaster,40.0047,-76.3522,8309
4631,Meadow Lakes,Meadow Lakes,AK,Alaska,Matanuska-Susitna,61.6380,-149.6080,8307
4632,Runnemede,Runnemede,NJ,New Jersey,Camden,39.8522,-75.0740,8307
4633,Price,Price,UT,Utah,Carbon,39.6040,-110.8003,8303
4634,Boonville,Boonville,MO,Missouri,Cooper,38.9587,-92.7472,8300
4635,Applewood,Applewood,CO,Colorado,Jefferson,39.7523,-105.1604,8300
4636,Haledon,Haledon,NJ,New Jersey,Passaic,40.9363,-74.1887,8298
4637,Mystic Island,Mystic Island,NJ,New Jersey,Ocean,39.5659,-74.3831,8296
4638,Delavan,Delavan,WI,Wisconsin,Walworth,42.6282,-88.6323,8296
4639,San Isidro,San Isidro,PR,Puerto Rico,Canóvanas,18.3921,-65.8844,8296
4640,Charlestown,Charlestown,IN,Indiana,Clark,38.4270,-85.6677,8290
4641,Lake Carmel,Lake Carmel,NY,New York,Putnam,41.4610,-73.6683,8287
4642,York,York,SC,South Carolina,York,34.9967,-81.2341,8287
4643,Fletcher,Fletcher,NC,North Carolina,Henderson,35.4316,-82.5039,8287
4644,Bradford,Bradford,PA,Pennsylvania,McKean,41.9605,-78.6412,8284
4645,Green Cove Springs,Green Cove Springs,FL,Florida,Clay,29.9904,-81.6807,8283
4646,Shelby,Shelby,OH,Ohio,Richland,40.8847,-82.6578,8282
4647,Wetumpka,Wetumpka,AL,Alabama,Elmore,32.5406,-86.2053,8282
4648,Orrville,Orrville,OH,Ohio,Wayne,40.8480,-81.7743,8281
4649,Fort Mitchell,Fort Mitchell,KY,Kentucky,Kenton,39.0460,-84.5562,8278
4650,Oak Grove,Oak Grove,MO,Missouri,Jackson,39.0075,-94.1282,8278
4651,Hornell,Hornell,NY,New York,Steuben,42.3333,-77.6633,8274
4652,Four Corners,Four Corners,MD,Maryland,Montgomery,39.0235,-77.0102,8268
4653,Orting,Orting,WA,Washington,Pierce,47.0967,-122.2112,8267
4654,Chester,Chester,IL,Illinois,Randolph,37.9200,-89.8260,8264
4655,Mammoth Lakes,Mammoth Lakes,CA,California,Mono,37.6273,-118.9900,8263
4656,Spotswood,Spotswood,NJ,New Jersey,Middlesex,40.3949,-74.3920,8255
4657,Grandview Heights,Grandview Heights,OH,Ohio,Franklin,39.9793,-83.0408,8254
4658,Ahuimanu,Ahuimanu,HI,Hawaii,Honolulu,21.4379,-157.8404,8254
4659,Oberlin,Oberlin,OH,Ohio,Lorain,41.2860,-82.2198,8252
4660,Oak Hill,Oak Hill,WV,West Virginia,Fayette,37.9844,-81.1277,8249
4661,Castle Shannon,Castle Shannon,PA,Pennsylvania,Allegheny,40.3664,-80.0194,8249
4662,Cuero,Cuero,TX,Texas,DeWitt,29.1023,-97.2871,8246
4663,Bryan,Bryan,OH,Ohio,Williams,41.4706,-84.5483,8243
4664,Othello,Othello,WA,Washington,Adams,46.8221,-119.1653,8241
4665,Cheviot,Cheviot,OH,Ohio,Hamilton,39.1577,-84.6139,8241
4666,Seffner,Seffner,FL,Florida,Hillsborough,27.9981,-82.2735,8236
4667,Johnstown,Johnstown,NY,New York,Fulton,43.0073,-74.3755,8236
4668,Mahtomedi,Mahtomedi,MN,Minnesota,Washington,45.0619,-92.9660,8232
4669,Ketchikan,Ketchikan,AK,Alaska,Ketchikan Gateway,55.3556,-131.6698,8230
4670,St. Marys,St. Marys,OH,Ohio,Auglaize,40.5476,-84.3926,8227
4671,Brazil,Brazil,IN,Indiana,Clay,39.5226,-87.1240,8225
4672,Temple Hills,Temple Hills,MD,Maryland,Prince George's,38.8106,-76.9495,8221
4673,Jefferson City,Jefferson City,TN,Tennessee,Jefferson,36.1201,-83.4829,8220
4674,Manhattan,Manhattan,IL,Illinois,Will,41.4274,-87.9805,8218
4675,Orono,Orono,MN,Minnesota,Hennepin,44.9657,-93.5908,8217
4676,Upper Saddle River,Upper Saddle River,NJ,New Jersey,Bergen,41.0634,-74.0985,8214
4677,Breaux Bridge,Breaux Bridge,LA,Louisiana,St. Martin,30.2829,-91.9043,8213
4678,Center Line,Center Line,MI,Michigan,Macomb,42.4805,-83.0274,8212
4679,Milton,Milton,WA,Washington,Pierce,47.2524,-122.3153,8211
4680,St. Martin,St. Martin,MS,Mississippi,Jackson,30.4400,-88.8652,8211
4681,Montecito,Montecito,CA,California,Santa Barbara,34.4384,-119.6309,8210
4682,Lockwood,Lockwood,MT,Montana,Yellowstone,45.8199,-108.4072,8206
4683,Mount Joy,Mount Joy,PA,Pennsylvania,Lancaster,40.1106,-76.5065,8204
4684,Westlake Village,Westlake Village,CA,California,Los Angeles,34.1369,-118.8220,8203
4685,North Patchogue,North Patchogue,NY,New York,Suffolk,40.7833,-73.0234,8202
4686,Carl Junction,Carl Junction,MO,Missouri,Jasper,37.1668,-94.5469,8202
4687,Dry Run,Dry Run,OH,Ohio,Hamilton,39.1049,-84.3312,8200
4688,Stayton,Stayton,OR,Oregon,Marion,44.8034,-122.7984,8199
4689,Bryans Road,Bryans Road,MD,Maryland,Charles,38.6145,-77.0851,8198
4690,Nevada,Nevada,MO,Missouri,Vernon,37.8445,-94.3492,8198
4691,Arcadia,Arcadia,FL,Florida,DeSoto,27.2215,-81.8585,8187
4692,Meraux,Meraux,LA,Louisiana,St. Bernard,29.9284,-89.9179,8187
4693,Kenilworth,Kenilworth,NJ,New Jersey,Union,40.6781,-74.2890,8182
4694,Gering,Gering,NE,Nebraska,Scotts Bluff,41.8275,-103.6622,8179
4695,Black Mountain,Black Mountain,NC,North Carolina,Buncombe,35.6144,-82.3274,8177
4696,Summit Park,Summit Park,UT,Utah,Summit,40.7423,-111.5872,8177
4697,Golden Valley,Golden Valley,AZ,Arizona,Mohave,35.2060,-114.2327,8161
4698,Siler City,Siler City,NC,North Carolina,Chatham,35.7251,-79.4560,8159
4699,Thousand Palms,Thousand Palms,CA,California,Riverside,33.8150,-116.3545,8158
4700,Congers,Congers,NY,New York,Rockland,41.1491,-73.9457,8158
4701,Dayton,Dayton,NJ,New Jersey,Middlesex,40.3768,-74.5112,8158
4702,Lewistown,Lewistown,PA,Pennsylvania,Mifflin,40.5964,-77.5730,8157
4703,Broadview Park,Broadview Park,FL,Florida,Broward,26.0978,-80.2090,8156
4704,Piedmont,Piedmont,OK,Oklahoma,Canadian,35.6781,-97.7526,8155
4705,Eaton,Eaton,OH,Ohio,Preble,39.7506,-84.6342,8154
4706,Farmville,Farmville,VA,Virginia,Prince Edward,37.2959,-78.4002,8152
4707,West Miami,West Miami,FL,Florida,Miami-Dade,25.7578,-80.2969,8152
4708,Cleveland,Cleveland,TX,Texas,Liberty,30.3381,-95.0908,8150
4709,Mount Rainier,Mount Rainier,MD,Maryland,Prince George's,38.9423,-76.9645,8149
4710,Green,Green,OR,Oregon,Douglas,43.1509,-123.3854,8149
4711,Humboldt,Humboldt,TN,Tennessee,Gibson,35.8271,-88.9058,8145
4712,Stevensville,Stevensville,MD,Maryland,Queen Anne's,38.9745,-76.3184,8145
4713,Brockport,Brockport,NY,New York,Monroe,43.2137,-77.9404,8142
4714,Mukwonago,Mukwonago,WI,Wisconsin,Waukesha,42.8570,-88.3269,8142
4715,Monona,Monona,WI,Wisconsin,Dane,43.0540,-89.3334,8141
4716,Alliance,Alliance,NE,Nebraska,Box Butte,42.1025,-102.8766,8139
4717,Wading River,Wading River,NY,New York,Suffolk,40.9464,-72.8230,8139
4718,Lucas,Lucas,TX,Texas,Collin,33.0942,-96.5797,8137
4719,Oakland,Oakland,TN,Tennessee,Fayette,35.2256,-89.5372,8135
4720,Beebe,Beebe,AR,Arkansas,White,35.0713,-91.8998,8131
4721,Oradell,Oradell,NJ,New Jersey,Bergen,40.9562,-74.0314,8126
4722,Croton-on-Hudson,Croton-on-Hudson,NY,New York,Westchester,41.2005,-73.9001,8121
4723,Oak Island,Oak Island,NC,North Carolina,Brunswick,33.9434,-78.1366,8118
4724,Island Lake,Island Lake,IL,Illinois,McHenry,42.2782,-88.1999,8112
4725,North Bay Village,North Bay Village,FL,Florida,Miami-Dade,25.8487,-80.1535,8108
4726,Irondale,Irondale,GA,Georgia,Clayton,33.4773,-84.3601,8107
4727,Eden Isle,Eden Isle,LA,Louisiana,St. Tammany,30.2268,-89.8043,8103
4728,Vinton,Vinton,VA,Virginia,Roanoke,37.2746,-79.8887,8102
4729,Topanga,Topanga,CA,California,Los Angeles,34.0965,-118.6053,8098
4730,Oroville East,Oroville East,CA,California,Butte,39.4947,-121.4866,8093
4731,Northfield,Northfield,NJ,New Jersey,Atlantic,39.3718,-74.5543,8088
4732,Bellevue,Bellevue,PA,Pennsylvania,Allegheny,40.4945,-80.0550,8088
4733,Garden City Park,Garden City Park,NY,New York,Nassau,40.7435,-73.6639,8087
4734,Oak Brook,Oak Brook,IL,Illinois,DuPage,41.8373,-87.9516,8085
4735,Ellsworth,Ellsworth,ME,Maine,Hancock,44.5847,-68.4875,8085
4736,Ludington,Ludington,MI,Michigan,Mason,43.9573,-86.4434,8081
4737,Ephrata,Ephrata,WA,Washington,Grant,47.3122,-119.5341,8081
4738,Larkfield-Wikiup,Larkfield-Wikiup,CA,California,Sonoma,38.5130,-122.7536,8080
4739,Bloomingdale,Bloomingdale,NJ,New Jersey,Passaic,41.0300,-74.3319,8080
4740,Madison Park,Madison Park,NJ,New Jersey,Middlesex,40.4454,-74.2966,8079
4741,Menominee,Menominee,MI,Michigan,Menominee,45.1221,-87.6234,8079
4742,Diamondhead,Diamondhead,MS,Mississippi,Hancock,30.3791,-89.3707,8076
4743,Trinidad,Trinidad,CO,Colorado,Las Animas,37.1751,-104.4908,8076
4744,Maplewood,Maplewood,MO,Missouri,St. Louis,38.6121,-90.3240,8073
4745,Hillsdale,Hillsdale,MI,Michigan,Hillsdale,41.9267,-84.6356,8073
4746,Pleasant Hills,Pleasant Hills,PA,Pennsylvania,Allegheny,40.3298,-79.9596,8072
4747,San Lorenzo,San Lorenzo,PR,Puerto Rico,San Lorenzo,18.1875,-65.9680,8065
4748,Crestwood Village,Crestwood Village,NJ,New Jersey,Ocean,39.9568,-74.3524,8063
4749,Rayne,Rayne,LA,Louisiana,Acadia,30.2403,-92.2668,8062
4750,Sutherlin,Sutherlin,OR,Oregon,Douglas,43.3882,-123.3242,8060
4751,London,London,KY,Kentucky,Laurel,37.1175,-84.0767,8058
4752,Crete,Crete,IL,Illinois,Will,41.4401,-87.6235,8058
4753,Hempstead,Hempstead,TX,Texas,Waller,30.1006,-96.0777,8056
4754,Blandon,Blandon,PA,Pennsylvania,Berks,40.4447,-75.8799,8046
4755,August,August,CA,California,San Joaquin,37.9797,-121.2625,8046
4756,Brookhaven,Brookhaven,PA,Pennsylvania,Delaware,39.8715,-75.3918,8045
4757,Mansfield Center,Mansfield Center,MA,Massachusetts,Bristol,42.0225,-71.2180,8043
4758,Pismo Beach,Pismo Beach,CA,California,San Luis Obispo,35.1487,-120.6493,8042
4759,Helena Valley West Central,Helena Valley West Central,MT,Montana,Lewis and Clark,46.6634,-112.0604,8042
4760,Chestnut Ridge,Chestnut Ridge,NY,New York,Rockland,41.0829,-74.0551,8041
4761,Conshohocken,Conshohocken,PA,Pennsylvania,Montgomery,40.0772,-75.3034,8039
4762,Skiatook,Skiatook,OK,Oklahoma,Tulsa,36.3699,-95.9856,8036
4763,Whitefish,Whitefish,MT,Montana,Flathead,48.4328,-114.3590,8032
4764,Cherry Valley,Cherry Valley,CA,California,Riverside,33.9797,-116.9694,8026
4765,Rolling Hills Estates,Rolling Hills Estates,CA,California,Los Angeles,33.7783,-118.3509,8025
4766,New Prague,New Prague,MN,Minnesota,Scott,44.5459,-93.5755,8022
4767,Port Jefferson,Port Jefferson,NY,New York,Suffolk,40.9466,-73.0577,8016
4768,Franklin,Franklin,VA,Virginia,Franklin,36.6831,-76.9386,8015
4769,Downingtown,Downingtown,PA,Pennsylvania,Chester,40.0076,-75.7019,8012
4770,Jefferson,Jefferson,WI,Wisconsin,Jefferson,43.0044,-88.8084,8011
4771,Whitmore Lake,Whitmore Lake,MI,Michigan,Washtenaw,42.4258,-83.7530,8010
4772,Rockwood,Rockwood,VA,Virginia,Chesterfield,37.4630,-77.5744,8008
4773,Boyes Hot Springs,Boyes Hot Springs,CA,California,Sonoma,38.3126,-122.4888,8006
4774,Middleton,Middleton,ID,Idaho,Canyon,43.7113,-116.6157,8005
4775,Lake Dallas,Lake Dallas,TX,Texas,Denton,33.1279,-97.0234,8004
4776,Rolesville,Rolesville,NC,North Carolina,Wake,35.9223,-78.4656,8002
4777,Alondra Park,Alondra Park,CA,California,Los Angeles,33.8885,-118.3350,8000
4778,Richland Hills,Richland Hills,TX,Texas,Tarrant,32.8095,-97.2273,7999
4779,Laughlin,Laughlin,NV,Nevada,Clark,35.1401,-114.6206,7997
4780,Minnetrista,Minnetrista,MN,Minnesota,Hennepin,44.9356,-93.7107,7989
4781,Makawao,Makawao,HI,Hawaii,Maui,20.8480,-156.3190,7989
4782,Brentwood,Brentwood,MO,Missouri,St. Louis,38.6194,-90.3475,7986
4783,Mayo,Mayo,MD,Maryland,Anne Arundel,38.9042,-76.5179,7979
4784,Duvall,Duvall,WA,Washington,King,47.7354,-121.9726,7979
4785,Greenbriar,Greenbriar,VA,Virginia,Fairfax,38.8717,-77.3970,7976
4786,Wyoming,Wyoming,MN,Minnesota,Chisago,45.3365,-92.9766,7976
4787,Caldwell,Caldwell,NJ,New Jersey,Essex,40.8389,-74.2776,7970
4788,Hastings-on-Hudson,Hastings-on-Hudson,NY,New York,Westchester,40.9904,-73.8799,7969
4789,Templeton,Templeton,CA,California,San Luis Obispo,35.5560,-120.7181,7965
4790,Wendell,Wendell,NC,North Carolina,Wake,35.7819,-78.3952,7962
4791,Maryville,Maryville,IL,Illinois,Madison,38.7264,-89.9647,7962
4792,San Antonio,San Antonio,PR,Puerto Rico,Dorado,18.4471,-66.2995,7960
4793,Inverness,Inverness,IL,Illinois,Cook,42.1153,-88.1019,7959
4794,Groesbeck,Groesbeck,OH,Ohio,Hamilton,39.2290,-84.5959,7959
4795,Selah,Selah,WA,Washington,Yakima,46.6481,-120.5390,7957
4796,Bainbridge,Bainbridge,OH,Ohio,Geauga,41.3855,-81.3478,7951
4797,Southwest Ranches,Southwest Ranches,FL,Florida,Broward,26.0476,-80.3751,7947
4798,Travelers Rest,Travelers Rest,SC,South Carolina,Greenville,34.9582,-82.4412,7947
4799,Vandenberg Village,Vandenberg Village,CA,California,Santa Barbara,34.7111,-120.4622,7945
4800,Woodland Park,Woodland Park,CO,Colorado,Teller,38.9985,-105.0594,7943
4801,Gilberts,Gilberts,IL,Illinois,Kane,42.1097,-88.3715,7941
4802,Shorewood,Shorewood,MN,Minnesota,Hennepin,44.9034,-93.5905,7939
4803,Hillside,Hillside,IL,Illinois,Cook,41.8675,-87.9019,7937
4804,Abingdon,Abingdon,VA,Virginia,Washington,36.7090,-81.9713,7936
4805,Newton,Newton,NJ,New Jersey,Sussex,41.0534,-74.7527,7935
4806,Gold River,Gold River,CA,California,Sacramento,38.6268,-121.2488,7930
4807,Catoosa,Catoosa,OK,Oklahoma,Rogers,36.1834,-95.7680,7930
4808,Bellevue,Bellevue,OH,Ohio,Huron,41.2745,-82.8403,7928
4809,Camp Hill,Camp Hill,PA,Pennsylvania,Cumberland,40.2422,-76.9274,7926
4810,Wytheville,Wytheville,VA,Virginia,Wythe,36.9530,-81.0881,7925
4811,West Dundee,West Dundee,IL,Illinois,Kane,42.0981,-88.3066,7923
4812,St. Johns,St. Johns,MI,Michigan,Clinton,43.0006,-84.5554,7920
4813,Basking Ridge,Basking Ridge,NJ,New Jersey,Somerset,40.7061,-74.5568,7913
4814,West Long Branch,West Long Branch,NJ,New Jersey,Monmouth,40.2883,-74.0185,7911
4815,Clewiston,Clewiston,FL,Florida,Hendry,26.7529,-80.9399,7910
4816,Old Forge,Old Forge,PA,Pennsylvania,Lackawanna,41.3704,-75.7409,7909
4817,Long Grove,Long Grove,IL,Illinois,Lake,42.1967,-88.0058,7907
4818,Long Branch,Long Branch,VA,Virginia,Fairfax,38.8302,-77.2713,7906
4819,Center Moriches,Center Moriches,NY,New York,Suffolk,40.8004,-72.7958,7906
4820,Bennettsville,Bennettsville,SC,South Carolina,Marlboro,34.6303,-79.6875,7905
4821,Bridge City,Bridge City,TX,Texas,Orange,30.0298,-93.8406,7902
4822,Jersey Village,Jersey Village,TX,Texas,Harris,29.8903,-95.5721,7900
4823,McGregor,McGregor,FL,Florida,Lee,26.5611,-81.9134,7899
4824,Sheboygan Falls,Sheboygan Falls,WI,Wisconsin,Sheboygan,43.7290,-87.8266,7898
4825,Seaford,Seaford,DE,Delaware,Sussex,38.6538,-75.6110,7897
4826,Flowery Branch,Flowery Branch,GA,Georgia,Hall,34.1712,-83.9142,7896
4827,Kronenwetter,Kronenwetter,WI,Wisconsin,Marathon,44.8164,-89.5807,7891
4828,Flushing,Flushing,MI,Michigan,Genesee,43.0637,-83.8403,7891
4829,Latrobe,Latrobe,PA,Pennsylvania,Westmoreland,40.3125,-79.3825,7888
4830,Hampton,Hampton,GA,Georgia,Henry,33.3774,-84.2969,7887
4831,Arroyo,Arroyo,PR,Puerto Rico,Arroyo,17.9706,-66.0598,7887
4832,Middletown,Middletown,KY,Kentucky,Jefferson,38.2410,-85.5214,7885
4833,Landen,Landen,OH,Ohio,Warren,39.3154,-84.2768,7882
4834,Grand Blanc,Grand Blanc,MI,Michigan,Genesee,42.9258,-83.6181,7881
4835,Baltimore Highlands,Baltimore Highlands,MD,Maryland,Baltimore,39.2355,-76.6367,7880
4836,Ruidoso,Ruidoso,NM,New Mexico,Lincoln,33.3646,-105.6434,7879
4837,West Livingston,West Livingston,TX,Texas,Polk,30.6957,-95.0097,7873
4838,Lake Geneva,Lake Geneva,WI,Wisconsin,Walworth,42.5824,-88.4281,7872
4839,Marengo,Marengo,IL,Illinois,McHenry,42.2299,-88.6163,7871
4840,Lampasas,Lampasas,TX,Texas,Lampasas,31.0640,-98.1824,7869
4841,Santa Clara,Santa Clara,UT,Utah,Washington,37.1312,-113.6560,7868
4842,Dexter,Dexter,MO,Missouri,Stoddard,36.7928,-89.9632,7867
4843,East Franklin,East Franklin,NJ,New Jersey,Somerset,40.4933,-74.4710,7864
4844,Milliken,Milliken,CO,Colorado,Weld,40.3115,-104.8561,7862
4845,Aberdeen,Aberdeen,NC,North Carolina,Moore,35.1350,-79.4326,7862
4846,Ione,Ione,CA,California,Amador,38.3613,-120.9422,7861
4847,Jerseyville,Jerseyville,IL,Illinois,Jersey,39.1176,-90.3270,7860
4848,Grand Ledge,Grand Ledge,MI,Michigan,Eaton,42.7534,-84.7448,7860
4849,North Springfield,North Springfield,VA,Virginia,Fairfax,38.8023,-77.2027,7859
4850,Marion,Marion,NC,North Carolina,McDowell,35.6777,-82.0017,7853
4851,Ripley,Ripley,TN,Tennessee,Lauderdale,35.7449,-89.5358,7852
4852,Campbell,Campbell,OH,Ohio,Mahoning,41.0777,-80.5903,7847
4853,Bonner Springs,Bonner Springs,KS,Kansas,Wyandotte,39.0817,-94.8776,7846
4854,Floresville,Floresville,TX,Texas,Wilson,29.1451,-98.1651,7844
4855,Valley Center,Valley Center,KS,Kansas,Sedgwick,37.8332,-97.3646,7843
4856,Orland,Orland,CA,California,Glenn,39.7461,-122.1856,7843
4857,Ashland,Ashland,WI,Wisconsin,Ashland,46.5799,-90.8713,7841
4858,Brevard,Brevard,NC,North Carolina,Transylvania,35.2438,-82.7265,7841
4859,Etowah,Etowah,NC,North Carolina,Henderson,35.3061,-82.5902,7840
4860,Carnegie,Carnegie,PA,Pennsylvania,Allegheny,40.4080,-80.0861,7839
4861,Lexington,Lexington,TN,Tennessee,Henderson,35.6618,-88.3944,7838
4862,Olivette,Olivette,MO,Missouri,St. Louis,38.6724,-90.3786,7837
4863,Aibonito,Aibonito,PR,Puerto Rico,Aibonito,18.1398,-66.2659,7835
4864,Hitchcock,Hitchcock,TX,Texas,Galveston,29.2949,-95.0300,7831
4865,Blair,Blair,NE,Nebraska,Washington,41.5416,-96.1359,7830
4866,Grove City,Grove City,PA,Pennsylvania,Mercer,41.1572,-80.0894,7829
4867,Centerville,Centerville,GA,Georgia,Houston,32.6342,-83.6853,7821
4868,Ashland,Ashland,VA,Virginia,Hanover,37.7597,-77.4716,7819
4869,Joshua,Joshua,TX,Texas,Johnson,32.4580,-97.3849,7818
4870,Rancho Mission Viejo,Rancho Mission Viejo,CA,California,Orange,33.5140,-117.5618,7816
4871,Quincy,Quincy,WA,Washington,Grant,47.2344,-119.8530,7815
